x,t,u
-0.5800000000000001,0.53,0.42175165863491454
-0.56,0.53,0.4386505619881868
-0.54,0.53,0.4549270313978122
-0.52,0.53,0.47049874075017883
-0.5,0.53,0.48527118788631934
-0.48,0.53,0.49913583633879743
-0.45999999999999996,0.53,0.5119680608747473
-0.43999999999999995,0.53,0.5236249195012942
-0.42000000000000004,0.53,0.533942800157485
-0.4,0.53,0.5427350267681603
-0.38,0.53,0.5497895594931191
-0.36,0.53,0.5548669906089084
-0.33999999999999997,0.53,0.5576991224986307
-0.31999999999999995,0.53,0.5579885177930837
-0.29999999999999993,0.53,0.5554095302417345
-0.28,0.53,0.5496114486916248
-0.26,0.53,0.5402244966791824
-0.24,0.53,0.526869495226478
-0.21999999999999997,0.53,0.5091719705797226
-0.19999999999999996,0.53,0.48678131253757795
-0.17999999999999994,0.53,0.4593951974624476
-0.16000000000000003,0.53,0.42678882905649446
-0.14,0.53,0.388847605463126
-0.12,0.53,0.34560065649700966
-0.09999999999999998,0.53,0.2972514852586148
-0.07999999999999996,0.53,0.24420099287362826
-0.05999999999999994,0.53,0.18705784713382634
-0.040000000000000036,0.53,0.1266318380589773
-0.020000000000000018,0.53,0.06390772826997176
0.0,0.53,-2.8076951671610385e-16
0.020000000000000018,0.53,-0.06390772826997232
0.040000000000000036,0.53,-0.12663183805897785
0.06000000000000005,0.53,-0.18705784713382687
0.08000000000000007,0.53,-0.24420099287362876
0.10000000000000009,0.53,-0.2972514852586152
0.1200000000000001,0.53,-0.3456006564970101
0.14000000000000012,0.53,-0.38884760546312647
0.15999999999999992,0.53,-0.42678882905649485
0.17999999999999994,0.53,-0.45939519746244795
0.19999999999999996,0.53,-0.48678131253757834
0.21999999999999997,0.53,-0.5091719705797229
0.24,0.53,-0.5268694952264782
0.26,0.53,-0.5402244966791828
0.28,0.53,-0.5496114486916253
0.30000000000000004,0.53,-0.5554095302417348
0.32000000000000006,0.53,-0.5579885177930839
0.3400000000000001,0.53,-0.5576991224986312
0.3600000000000001,0.53,-0.5548669906089087
0.3800000000000001,0.53,-0.5497895594931193
0.40000000000000013,0.53,-0.5427350267681603
0.41999999999999993,0.53,-0.533942800157485
0.43999999999999995,0.53,-0.5236249195012942
0.45999999999999996,0.53,-0.5119680608747473
0.48,0.53,-0.49913583633879743
0.5,0.53,-0.4852711878863194
0.52,0.53,-0.4704987407501789
0.54,0.53,-0.4549270313978122
0.56,0.53,-0.43865056198818686
0.5800000000000001,0.53,-0.42175165863491454
0.6000000000000001,0.53,-0.40430212806584787
0.6200000000000001,0.53,-0.3863647183537198
0.6400000000000001,0.53,-0.3679943960448073
0.6600000000000001,0.53,-0.3492394555695927
0.6799999999999999,0.53,-0.33014247828258914
0.7,0.53,-0.31074115857942036
0.72,0.53,-0.29106901379955574
0.74,0.53,-0.2711559934058696
